DEPARTAMENTO;MUNICIPIO;GENERO;EDAD;PLATAFORMA_EDUCATIVA
VALLE DEL CAUCA;CALI;MASCULINO;35;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;35;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;35;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;35;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;35;PLATZI
ANTIOQUIA;EL CARMEN DE VIBORAL;MASCULINO;30;PLATZI
CUNDINAMARCA;MADRID;MASCULINO;30;PLATZI
CALDAS;MANIZALES;MASCULINO;23;PLATZI
SANTANDER;FLORIDABLANCA;MASCULINO;36;DATACAMP
CALDAS;MANIZALES;MASCULINO;36;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;31;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;31;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;31;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;31;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;31;UDACITY
BOLIVAR;CARTAGENA;MASCULINO;32;PLATZI
CALDAS;MANIZALES;MASCULINO;40;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;26;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;26;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;26;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;26;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;26;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;26;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;26;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;38;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;38;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;38;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;38;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;38;DATACAMP
RISARALDA;PEREIRA;MASCULINO;23;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;41;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;41;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;41;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;45;MICROSOFT AZURE
ANTIOQUIA;SAN ROQUE;MASCULINO;36;DATACAMP
ANTIOQUIA;EL CARMEN DE VIBORAL;MASCULINO;26;MICROSOFT AZURE
VALLE DEL CAUCA;PALMIRA;MASCULINO;21;MICROSOFT AZURE
BOYACA;TUNJA;MASCULINO;30;MICROSOFT AZURE
ANTIOQUIA;ARMENIA;MASCULINO;36;PLATZI
ANTIOQUIA;ARMENIA;MASCULINO;36;PLATZI
ANTIOQUIA;ARMENIA;MASCULINO;36;PLATZI
CALDAS;MANIZALES;MASCULINO;31;DATACAMP
CALDAS;MANIZALES;MASCULINO;31;DATACAMP
NARIÑO;PASTO;MASCULINO;30;MICROSOFT AZURE
ANTIOQUIA;ENVIGADO;FEMENINO;37;COURSERA
ANTIOQUIA;ENVIGADO;FEMENINO;37;COURSERA
VALLE DEL CAUCA;CALI;FEMENINO;44;COURSERA
CUNDINAMARCA;GIRARDOT;MASCULINO;23;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;28;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;28;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;28;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;28;UDACITY
SANTANDER;BUCARAMANGA;MASCULINO;34;PLATZI
ATLANTICO;BARRANQUILLA;MASCULINO;45;COURSERA
VALLE DEL CAUCA;CALI;MASCULINO;36;COURSERA
VALLE DEL CAUCA;CALI;MASCULINO;36;COURSERA
VALLE DEL CAUCA;CALI;MASCULINO;36;COURSERA
VALLE DEL CAUCA;CALI;MASCULINO;36;COURSERA
ANTIOQUIA;ARMENIA;MASCULINO;45;MICROSOFT AZURE
CAUCA;SANTANDER DE QUILICHAO;MASCULINO;43;PLATZI
ANTIOQUIA;BELLO;MASCULINO;36;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;45;PLATZI
BOLIVAR;CARTAGENA;FEMENINO;31;COURSERA
VALLE DEL CAUCA;CALI;FEMENINO;60;DATACAMP
CORDOBA;TIERRALTA;MASCULINO;37;COURSERA
ANTIOQUIA;MEDELLIN;FEMENINO;31;DATACAMP
ANTIOQUIA;MEDELLIN;FEMENINO;31;DATACAMP
ANTIOQUIA;MEDELLIN;FEMENINO;30;COURSERA
ANTIOQUIA;MEDELLIN;FEMENINO;30;COURSERA
ANTIOQUIA;MEDELLIN;FEMENINO;30;COURSERA
ANTIOQUIA;MEDELLIN;FEMENINO;30;COURSERA
ANTIOQUIA;MEDELLIN;FEMENINO;27;DATACAMP
ANTIOQUIA;MEDELLIN;FEMENINO;27;DATACAMP
ANTIOQUIA;MEDELLIN;FEMENINO;27;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;26;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;26;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;26;COURSERA
VALLE DEL CAUCA;CALI;MASCULINO;21;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;21;PLATZI
ATLANTICO;BARRANQUILLA;MASCULINO;35;MICROSOFT AZURE
SANTANDER;BUCARAMANGA;FEMENINO;22;EDX
CUNDINAMARCA;TENJO;MASCULINO;38;COURSERA
CASANARE;TAURAMENA;MASCULINO;28;PLATZI
CUNDINAMARCA;ZIPAQUIRA;MASCULINO;37;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;PLATZI
CALDAS;MANIZALES;FEMENINO;26;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;26;EDX
BOGOTA;BOGOTA, D.C.;FEMENINO;26;EDX
BOGOTA;BOGOTA, D.C.;FEMENINO;26;EDX
TOLIMA;IBAGUE;MASCULINO;22;COURSERA
SANTANDER;BARRANCABERMEJA;MASCULINO;19;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;22;COURSERA
SANTANDER;BUCARAMANGA;MASCULINO;22;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;54;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;54;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;COURSERA
SANTANDER;BUCARAMANGA;FEMENINO;33;COURSERA
SANTANDER;BUCARAMANGA;FEMENINO;33;COURSERA
CUNDINAMARCA;FACATATIVA;FEMENINO;38;COURSERA
NARIÑO;PASTO;MASCULINO;35;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;24;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;24;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;24;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;24;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;31;UDACITY
NARIÑO;PASTO;MASCULINO;58;PLATZI
ATLANTICO;SOLEDAD;MASCULINO;48;DATACAMP
ANTIOQUIA;COPACABANA;MASCULINO;49;COURSERA
ANTIOQUIA;MEDELLIN;FEMENINO;33;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;42;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;42;MICROSOFT AZURE
CAUCA;SANTANDER DE QUILICHAO;MASCULINO;19;PLATZI
HUILA;GARZON;MASCULINO;23;COURSERA
BOYACA;TUNJA;FEMENINO;25;PLATZI
TOLIMA;IBAGUE;MASCULINO;26;PLATZI
CAUCA;BOLIVAR;MASCULINO;26;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;25;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;25;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;25;COURSERA
ANTIOQUIA;SABANETA;MASCULINO;34;COURSERA
VALLE DEL CAUCA;CALI;FEMENINO;24;DATACAMP
ANTIOQUIA;ITAGUI;MASCULINO;33;PLATZI
ANTIOQUIA;ITAGUI;MASCULINO;29;PLATZI
ANTIOQUIA;ITAGUI;MASCULINO;29;PLATZI
ANTIOQUIA;ITAGUI;MASCULINO;29;PLATZI
ANTIOQUIA;ITAGUI;MASCULINO;29;PLATZI
ANTIOQUIA;RETIRO;MASCULINO;33;DATACAMP
NORTE DE SANTANDER;CUCUTA;FEMENINO;31;COURSERA
CUNDINAMARCA;FACATATIVA;MASCULINO;22;UDACITY
ATLANTICO;BARRANQUILLA;MASCULINO;39;COURSERA
BOLIVAR;CARTAGENA;MASCULINO;32;DATACAMP
ANTIOQUIA;ENVIGADO;MASCULINO;32;EDX
ANTIOQUIA;BELLO;MASCULINO;21;COURSERA
VALLE DEL CAUCA;CALI;MASCULINO;29;COURSERA
VALLE DEL CAUCA;CALI;MASCULINO;29;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;40;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;40;COURSERA
ANTIOQUIA;MARINILLA;MASCULINO;32;EDX
SANTANDER;PIEDECUESTA;MASCULINO;33;PLATZI
ANTIOQUIA;ENVIGADO;MASCULINO;29;PLATZI
VALLE DEL CAUCA;TULUA;MASCULINO;23;DATACAMP
VALLE DEL CAUCA;CALI;MASCULINO;22;MICROSOFT AZURE
VALLE DEL CAUCA;CALI;MASCULINO;22;MICROSOFT AZURE
ANTIOQUIA;BELLO;MASCULINO;25;COURSERA
ANTIOQUIA;MARINILLA;MASCULINO;29;DATACAMP
VALLE DEL CAUCA;TORO;MASCULINO;21;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;31;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;24;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;24;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;24;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;24;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;24;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;24;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;24;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;24;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;24;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;24;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;24;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;24;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;24;EDX
BOYACA;TUNJA;MASCULINO;26;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;20;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;20;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;20;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;34;EDX
ANTIOQUIA;MEDELLIN;MASCULINO;57;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;49;COURSERA
META;VILLAVICENCIO;MASCULINO;23;DATACAMP
TOLIMA;IBAGUE;FEMENINO;18;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;20;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;20;PLATZI
ANTIOQUIA;RIONEGRO;MASCULINO;21;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;27;PLATZI
NORTE DE SANTANDER;CUCUTA;MASCULINO;24;PLATZI
CUNDINAMARCA;MOSQUERA;MASCULINO;42;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;32;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;32;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;32;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;32;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;32;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;32;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;32;PLATZI
GUAVIARE;SAN JOSE DEL GUAVIARE;MASCULINO;29;PLATZI
ANTIOQUIA;SABANETA;MASCULINO;48;DATACAMP
RISARALDA;LA VIRGINIA;MASCULINO;50;DATACAMP
CUNDINAMARCA;SOACHA;MASCULINO;32;DATACAMP
CUNDINAMARCA;SOACHA;MASCULINO;32;DATACAMP
CUNDINAMARCA;CHIA;MASCULINO;21;UDACITY
SANTANDER;PIEDECUESTA;MASCULINO;45;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;39;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;39;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;39;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;39;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;39;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;39;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;39;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;39;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;39;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;39;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;39;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;39;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;39;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;39;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;39;DATACAMP
ANTIOQUIA;RIONEGRO;MASCULINO;33;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;COURSERA
ANTIOQUIA;MEDELLIN;FEMENINO;32;COURSERA
META;VILLAVICENCIO;MASCULINO;20;PLATZI
RISARALDA;DOSQUEBRADAS;MASCULINO;28;PLATZI
RISARALDA;DOSQUEBRADAS;MASCULINO;28;PLATZI
CUNDINAMARCA;MADRID;MASCULINO;40;EDX
SUCRE;SINCELEJO;FEMENINO;20;EDX
NORTE DE SANTANDER;PAMPLONA;MASCULINO;37;MICROSOFT AZURE
NORTE DE SANTANDER;PAMPLONA;MASCULINO;37;MICROSOFT AZURE
CALDAS;VILLAMARIA;FEMENINO;32;COURSERA
NARIÑO;PASTO;MASCULINO;24;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;44;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;44;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;44;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;44;PLATZI
VALLE DEL CAUCA;PALMIRA;MASCULINO;20;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;17;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;17;PLATZI
CUNDINAMARCA;CHIA;FEMENINO;47;COURSERA
MAGDALENA;SANTA MARTA;MASCULINO;31;COURSERA
ANTIOQUIA;RIONEGRO;MASCULINO;36;MICROSOFT AZURE
HUILA;PITALITO;MASCULINO;24;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;35;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;35;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;35;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;35;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;35;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;35;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;45;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;45;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;45;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;45;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;45;COURSERA
SUCRE;SINCELEJO;MASCULINO;29;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;56;DATACAMP
VALLE DEL CAUCA;CALI;MASCULINO;28;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;28;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;28;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;28;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;38;PLATZI
ANTIOQUIA;ENVIGADO;MASCULINO;33;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;25;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;25;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;25;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;25;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;25;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;25;UDACITY
NORTE DE SANTANDER;CUCUTA;MASCULINO;22;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;48;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;48;PLATZI
QUINDIO;CALARCA;MASCULINO;22;PLATZI
ANTIOQUIA;LA ESTRELLA;MASCULINO;39;DATACAMP
VALLE DEL CAUCA;CALI;MASCULINO;58;DATACAMP
NARIÑO;PASTO;MASCULINO;41;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;36;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;36;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;36;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;36;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;36;MICROSOFT AZURE
TOLIMA;IBAGUE;FEMENINO;25;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;FEMENINO;40;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;40;PLATZI
ANTIOQUIA;BELLO;FEMENINO;30;COURSERA
META;VILLAVICENCIO;MASCULINO;34;MICROSOFT AZURE
VALLE DEL CAUCA;CALI;FEMENINO;38;MICROSOFT AZURE
ATLANTICO;BARRANQUILLA;MASCULINO;24;DATACAMP
ATLANTICO;BARRANQUILLA;MASCULINO;24;DATACAMP
ATLANTICO;BARRANQUILLA;MASCULINO;24;DATACAMP
ATLANTICO;BARRANQUILLA;MASCULINO;24;DATACAMP
VALLE DEL CAUCA;CALI;MASCULINO;27;DATACAMP
TOLIMA;IBAGUE;MASCULINO;41;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;40;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;40;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;40;COURSERA
CUNDINAMARCA;CAJICA;MASCULINO;45;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;44;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;44;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;35;EDX
ANTIOQUIA;SABANETA;MASCULINO;45;DATACAMP
SANTANDER;FLORIDABLANCA;MASCULINO;25;DATACAMP
ATLANTICO;BARRANQUILLA;MASCULINO;38;COURSERA
ATLANTICO;BARRANQUILLA;MASCULINO;38;COURSERA
ATLANTICO;BARRANQUILLA;MASCULINO;32;EDX
SANTANDER;BARRANCABERMEJA;MASCULINO;38;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;38;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;38;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;38;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;38;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;38;PLATZI
VALLE DEL CAUCA;CARTAGO;MASCULINO;22;DATACAMP
CUNDINAMARCA;CAJICA;MASCULINO;50;PLATZI
ANTIOQUIA;SABANETA;FEMENINO;26;DATACAMP
CAUCA;POPAYAN;FEMENINO;35;PLATZI
META;VILLAVICENCIO;MASCULINO;22;PLATZI
CAUCA;MIRANDA;MASCULINO;52;PLATZI
HUILA;NEIVA;MASCULINO;17;DATACAMP
SANTANDER;BUCARAMANGA;MASCULINO;24;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;24;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;24;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;24;PLATZI
CALDAS;MANIZALES;MASCULINO;38;COURSERA
CUNDINAMARCA;CHIA;FEMENINO;40;DATACAMP
ATLANTICO;BARRANQUILLA;MASCULINO;31;UDACITY
CUNDINAMARCA;SOACHA;MASCULINO;28;COURSERA
CUNDINAMARCA;MADRID;MASCULINO;36;EDX
CASANARE;TAURAMENA;FEMENINO;29;DATACAMP
CAUCA;POPAYAN;MASCULINO;23;PLATZI
CAQUETA;FLORENCIA;MASCULINO;57;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;40;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;40;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;40;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;40;EDX
ANTIOQUIA;BELLO;MASCULINO;29;COURSERA
SANTANDER;MALAGA;FEMENINO;29;PLATZI
CAUCA;POPAYAN;FEMENINO;28;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;17;UDACITY
BOLIVAR;CARTAGENA;MASCULINO;68;COURSERA
CORDOBA;SAHAGUN;MASCULINO;29;PLATZI
ANTIOQUIA;ENVIGADO;MASCULINO;39;DATACAMP
ANTIOQUIA;ENVIGADO;MASCULINO;39;DATACAMP
ANTIOQUIA;ENVIGADO;MASCULINO;39;DATACAMP
RISARALDA;PEREIRA;MASCULINO;47;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
